rank,year,duration,age_limit,rating,numberof_ratings,Metascore,description,name
909,1981,1h 50m,A,7.7,(26K),83,"Two old friends meet for dinner; as one tells anecdotes detailing his experiences, the other notices their differing worldviews.", My Dinner with Andre
910,1941,1h 58m,A,7.7,(27K),88,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.", How Green Was My Valley
911,1967,1h 48m,X,7.7,(34K),81,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment., Wait Until Dark
912,1991,1h 38m,15,7.7,(53K),86,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.", The Double Life of V̩ronique
913,2004,2h 6m,15,7.7,(105K),75,"Ernesto Guevara de la Serna, popularly known as Che, along with his friend Alberto Granado, decides to take a road trip across South America. His experiences on the journey transform him.", The Motorcycle Diaries
914,1938,1h 36m,A,7.7,(57K),98,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.", The Lady Vanishes
915,1946,1h 37m,A,7.7,(26K),,"After their cattle are stolen and their brother murdered, the Earp brothers have a score to settle with the Clanton family.", My Darling Clementine
916,1992,2h 8m,18,7.7,(54K),,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew., Hard Boiled
917,1932,1h 33m,A,7.7,(30K),90,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.", Scarface
918,2008,2h 2m,15,7.7,(113K),80,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon., Frost/Nixon
919,2010,1h 46m,15,7.7,(42K),,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death., Confessions
920,1990,1h 59m,PG,7.7,(29K),,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams., Dreams
921,1948,1h 40m,PG,7.7,(44K),,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.", Key Largo
922,1997,1h 35m,PG,7.7,(37K),80,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide., Taste of Cherry
923,2012,1h 51m,15,7.7,(43K),70,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.", The Broken Circle Breakdown
924,1986,1h 47m,15,7.7,(56K),75,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.", Down by Law
925,1933,1h 9m,U,7.7,(63K),93,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on.", Duck Soup
926,1985,1h 22m,PG,7.7,(56K),75,"In 1935 New Jersey, a movie character walks off the screen and into the real world.", The Purple Rose of Cairo
927,2017,1h 34m,12A,7.7,(28K),78,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.", The Breadwinner
928,2002,1h 54m,15,7.7,(29K),83,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum., The Magdalene Sisters
929,2003,1h 20m,12,7.7,(57K),91,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.", The Triplets of Belleville
930,2003,1h 53m,15,7.7,(42K),61,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.", Evil
931,2006,1h 38m,12A,7.7,(71K),66,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.", The Girl Who Leapt Through Time
932,1989,1h 51m,18,7.7,(51K),82,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded., The Killer
933,2000,1h 50m,15,7.7,(34K),58,"After a shooting incident at the North-South Korean border DMZ leaves two North Korean soldiers dead, a neutral Swiss and Swedish team investigates what actually happened.", Joint Security Area
934,2016,2h 4m,12,7.7,(65K),85,"While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.", The Salesman
935,1960,2h 24m,PG,7.7,(33K),,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.", L'Avventura
936,2006,2h,15,7.7,(37K),78,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.", After the Wedding
937,2005,1h 34m,R,7.7,(55K),51,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister., Adam's Apples
938,2013,2h 10m,12A,7.7,(51K),85,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.", The Past
939,2002,1h 45m,15,7.7,(44K),76,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child., In America
940,1962,1h 45m,PG,7.7,(45K),97,Decades of a love triangle concerning two friends and an impulsive woman., Jules and Jim
941,1997,1h 43m,18,7.7,(33K),83,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.", Fireworks
942,1983,1h 19m,PG,7.7,(44K),,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.", Zelig
943,2007,2h 2m,18,7.7,(34K),85,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend., The Edge of Heaven
944,2023,2h 12m,15,7.6,(74K),73,"The true story of the inseparable Von Erich brothers, who made history in the intensely competitive world of professional wrestling in the early 1980s.", The Iron Claw
945,2019,2h 41m,18,7.6,(856K),84,"As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way.", Once Upon a Time
946,2001,2h 32m,PG,7.6,(861K),65,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.", Harry Potter and the Philosopher's Stone
947,1981,1h 36m,X,7.6,(199K),77,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community get rid of a horde of bandits.", Mad Max 2
948,2023,3h 26m,15,7.6,(248K),89,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.", Killers of the Flower Moon
949,1997,2h 6m,PG,7.6,(510K),52,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.", The Fifth Element
950,2018,1h 59m,15,7.6,(652K),66,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with abilities from the brutal, time-traveling cyborg Cable.", Deadpool 2
951,2006,1h 57m,15,7.6,(868K),52,"In the ancient battle of Thermopylae, King Leonidas and 300 Spartans fight against Xerxes and his massive Persian army.",300
952,2009,2h 42m,18,7.6,(585K),56,"In a version of 1985 where superheroes exist, the murder of a colleague sends active vigilante Rorschach on the trail of a conspiracy that will change the course of history.", Watchmen
953,1998,1h 21m,15,7.6,(208K),79,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.", Run Lola Run
954,1992,2h,15,7.6,(142K),68,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.", My Cousin Vinny
955,1999,1h 29m,15,7.6,(289K),68,Three company workers who hate their jobs decide to rebel against their greedy boss., Office Space
956,2022,1h 42m,12A,7.6,(96K),95,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between as she tries to reconcile the father she knew with the man she didn't..., Aftersun
957,2005,2h 20m,12A,7.6,(850K),68,"Three years into the Clone Wars, Obi-Wan Kenobi pursues a new threat, while Anakin Skywalker is lured by Chancellor Palpatine into a sinister plot to rule the galaxy.", Star Wars: Episode III - Revenge of the Sith
958,2001,1h 41m,12A,7.6,(395K),74,"In 1945, immediately following the end of Second World War, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted.", The Others
959,2007,1h 54m,15,7.6,(295K),72,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.", Gone Baby Gone
960,2004,1h 43m,18,7.6,(469K),46,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game.", Saw
961,2022,1h 57m,15,7.6,(215K),60,"A reclusive, morbidly obese English teacher attempts to reconnect with his estranged teenage daughter.", The Whale
962,2019,2h 6m,12A,7.6,(105K),73,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution., Dark Waters
963,2008,1h 32m,PG,7.6,(526K),74,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.", Kung Fu Panda
